"capability_id","domain_id","domain","layer","capability_order","capability","kind","primary_agent_id","release_wave","mvp_64","status"
"GNC-D10-C05","D10","Variant-Element-Gene Linking","Regulatory linking","5","Activity-by-contact link adapter","Data integration","A27","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C06","D10","Variant-Element-Gene Linking","Regulatory linking","6","Coaccessibility linker","Scientific inference","A28","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C07","D10","Variant-Element-Gene Linking","Regulatory linking","7","Molecular-QTL linker","Scientific inference","A29","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C08","D10","Variant-Element-Gene Linking","Regulatory linking","8","Allele-specific link evidence integrator","Scientific inference","A36","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C09","D10","Variant-Element-Gene Linking","Regulatory linking","9","CRISPR perturbation-link adapter","Data integration","A27","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C10","D10","Variant-Element-Gene Linking","Regulatory linking","10","3D contact-link adapter","Data integration","A28","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C11","D10","Variant-Element-Gene Linking","Regulatory linking","11","Promoter-tethering model","Scientific inference","A29","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C12","D10","Variant-Element-Gene Linking","Regulatory linking","12","Multi-gene multi-element graph builder","Evidence and lifecycle","A36","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C13","D10","Variant-Element-Gene Linking","Regulatory linking","13","Link evidence dependence corrector","Scientific inference","A27","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C14","D10","Variant-Element-Gene Linking","Regulatory linking","14","Target-gene ranker","Scientific inference","A28","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C15","D10","Variant-Element-Gene Linking","Regulatory linking","15","Link calibration and abstention","Scientific inference","A29","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D10-C16","D10","Variant-Element-Gene Linking","Regulatory linking","16","Link evidence publisher","Publication and release","A36","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C01","D11","Causal Chain & Regulatory Driver Inference","Causal inference","1","Typed hypothesis object builder","Scientific inference","A34","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C02","D11","Causal Chain & Regulatory Driver Inference","Causal inference","2","Evidence factor-graph constructor","Evidence and lifecycle","A35","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C03","D11","Causal Chain & Regulatory Driver Inference","Causal inference","3","Context-conditioned prior model","Scientific inference","A36","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C04","D11","Causal Chain & Regulatory Driver Inference","Causal inference","4","Measurement likelihood model","Scientific inference","A05","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C05","D11","Causal Chain & Regulatory Driver Inference","Causal inference","5","Sequence-to-element causal mediator","Scientific inference","A34","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C06","D11","Causal Chain & Regulatory Driver Inference","Causal inference","6","Element-to-gene causal mediator","Scientific inference","A35","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C07","D11","Causal Chain & Regulatory Driver Inference","Causal inference","7","Gene-to-state causal mediator","Scientific inference","A36","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C08","D11","Causal Chain & Regulatory Driver Inference","Causal inference","8","Counterfactual allele-state simulator","Scientific inference","A05","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C09","D11","Causal Chain & Regulatory Driver Inference","Causal inference","9","Mediation sensitivity analyzer","Scientific inference","A34","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C10","D11","Causal Chain & Regulatory Driver Inference","Causal inference","10","Confounding checklist and adjudicator","Scientific inference","A35","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C11","D11","Causal Chain & Regulatory Driver Inference","Causal inference","11","Evidence dependence corrector","Scientific inference","A36","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C12","D11","Causal Chain & Regulatory Driver Inference","Causal inference","12","Negative-evidence integrator","Scientific inference","A05","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C13","D11","Causal Chain & Regulatory Driver Inference","Causal inference","13","Posterior decomposition engine","Scientific inference","A34","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C14","D11","Causal Chain & Regulatory Driver Inference","Causal inference","14","Regulatory-driver hypothesis posterior","Scientific inference","A35","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C15","D11","Causal Chain & Regulatory Driver Inference","Causal inference","15","Selective prediction and abstention","Scientific inference","A36","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D11-C16","D11","Causal Chain & Regulatory Driver Inference","Causal inference","16","Causal dossier publisher","Publication and release","A05","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C01","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","1","Cohort query builder","Scientific inference","A31","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C02","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","2","Local background-mutation model","Scientific inference","A32","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C03","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","3","Sequence-context matched controls","Scientific inference","A37","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C04","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","4","Chromatin-context matched controls","Scientific inference","A38","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C05","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","5","Regulatory recurrence and hotspot test","Scientific inference","A31","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C06","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","6","Regional burden test","Scientific inference","A32","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C07","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","7","Functional convergence test","Scientific inference","A37","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C08","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","8","Pathway and regulon convergence test","Scientific inference","A38","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C09","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","9","Clonality and timing integrator","Scientific inference","A31","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C10","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","10","Primary-recurrence comparator","Scientific inference","A32","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C11","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","11","Treatment-selection signal detector","Scientific inference","A37","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C12","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","12","Cross-cohort replication engine","Scientific inference","A38","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C13","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","13","Subgroup and fairness stratifier","Scientific inference","A31","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C14","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","14","Transportability estimator","Scientific inference","A32","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C15","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","15","Federated summary analyzer","Scientific inference","A37","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D12-C16","D12","Cohort, Clonal & Longitudinal Discovery","Cohort discovery","16","Cohort discovery publisher","Publication and release","A38","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C01","D13","Functional Validation & Experiment Design","Validation planning","1","Evidence-gap analyzer","Scientific inference","A39","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C02","D13","Functional Validation & Experiment Design","Validation planning","2","Assay eligibility router","Decision support","A40","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C03","D13","Functional Validation & Experiment Design","Validation planning","3","MPRA design planner","Decision support","A41","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C04","D13","Functional Validation & Experiment Design","Validation planning","4","STARR-seq design planner","Decision support","A42","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C05","D13","Functional Validation & Experiment Design","Validation planning","5","CRISPRi and CRISPRa design planner","Decision support","A39","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C06","D13","Functional Validation & Experiment Design","Validation planning","6","Base-editing design planner","Decision support","A40","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C07","D13","Functional Validation & Experiment Design","Validation planning","7","Prime-editing design planner","Decision support","A41","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C08","D13","Functional Validation & Experiment Design","Validation planning","8","Allele-specific reporter planner","Decision support","A42","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C09","D13","Functional Validation & Experiment Design","Validation planning","9","Model-system eligibility matcher","Decision support","A39","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C10","D13","Functional Validation & Experiment Design","Validation planning","10","Guide and oligo design adapter","Data integration","A40","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C11","D13","Functional Validation & Experiment Design","Validation planning","11","Controls and randomization planner","Decision support","A41","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C12","D13","Functional Validation & Experiment Design","Validation planning","12","Power and replication estimator","Scientific inference","A42","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C13","D13","Functional Validation & Experiment Design","Validation planning","13","Off-target risk estimator","Scientific inference","A39","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C14","D13","Functional Validation & Experiment Design","Validation planning","14","Validation value-of-information optimizer","Decision support","A40","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C15","D13","Functional Validation & Experiment Design","Validation planning","15","Experiment package exporter","Publication and release","A41","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D13-C16","D13","Functional Validation & Experiment Design","Validation planning","16","Result ingestion and claim updater","Data integration","A42","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C01","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","1","Versioned evidence graph","Evidence and lifecycle","A43","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C02","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","2","Source ingestion and citation resolver","Data integration","A45","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C03","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","3","Claim-evidence edge validator","Scientific inference","A46","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C04","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","4","Contradiction and disagreement tracker","Scientific inference","A05","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C05","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","5","Evidence-tier adjudicator","Scientific inference","A43","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C06","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","6","Provenance lineage viewer","Research experience","A45","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C07","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","7","Uncertainty ledger","Evidence and lifecycle","A46","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C08","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","8","Reviewer assignment router","Research experience","A05","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C09","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","9","Blinded adjudication workflow","Scientific inference","A43","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C10","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","10","Reviewer comment and change log","Research experience","A45","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C11","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","11","Release decision record","Evidence and lifecycle","A46","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C12","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","12","Evidence-delta detector","Scientific inference","A05","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C13","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","13","Reclassification engine","Scientific inference","A43","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C14","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","14","Deprecation and supersession manager","Scientific inference","A45","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C15","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","15","Audit and reproducibility bundle","Scientific inference","A46","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D14-C16","D14","Evidence Graph, Review & Reclassification","Evidence lifecycle","16","Signed dossier publisher","Publication and release","A05","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C01","D15","Research Workbench & Collaboration","Product experience","1","Case workspace","Research experience","A44","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C02","D15","Research Workbench & Collaboration","Product experience","2","Cohort workspace","Research experience","A43","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C03","D15","Research Workbench & Collaboration","Product experience","3","Variant explorer","Research experience","A45","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C04","D15","Research Workbench & Collaboration","Product experience","4","Regulatory track browser","Research experience","A48","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C05","D15","Research Workbench & Collaboration","Product experience","5","3D topology viewer","Research experience","A44","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C06","D15","Research Workbench & Collaboration","Product experience","6","Causal-chain explorer","Research experience","A43","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C07","D15","Research Workbench & Collaboration","Product experience","7","Posterior decomposition viewer","Research experience","A45","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C08","D15","Research Workbench & Collaboration","Product experience","8","Evidence table and filters","Scientific inference","A48","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C09","D15","Research Workbench & Collaboration","Product experience","9","Validation experiment board","Research experience","A44","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C10","D15","Research Workbench & Collaboration","Product experience","10","Notebook and SDK launcher","Scientific inference","A43","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C11","D15","Research Workbench & Collaboration","Product experience","11","Shareable signed snapshot","Scientific inference","A45","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C12","D15","Research Workbench & Collaboration","Product experience","12","Role-based collaboration","Scientific inference","A48","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C13","D15","Research Workbench & Collaboration","Product experience","13","Structured review form","Scientific inference","A44","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C14","D15","Research Workbench & Collaboration","Product experience","14","Export and report builder","Publication and release","A43","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C15","D15","Research Workbench & Collaboration","Product experience","15","Global search and command palette","Research experience","A45","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D15-C16","D15","Research Workbench & Collaboration","Product experience","16","Accessibility and human-factors layer","Research experience","A48","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C01","D16","Agentic Platform, Quality & Deployment","Platform control","1","Mission planner","Decision support","A01","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C02","D16","Agentic Platform, Quality & Deployment","Platform control","2","Workflow compiler","Platform control","A02","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C03","D16","Agentic Platform, Quality & Deployment","Platform control","3","Typed tool registry","Evidence and lifecycle","A03","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C04","D16","Agentic Platform, Quality & Deployment","Platform control","4","Agent execution sandbox","Platform control","A04","W1 — end-to-end MVP","yes","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C05","D16","Agentic Platform, Quality & Deployment","Platform control","5","Policy and claim gate","Platform control","A06","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C06","D16","Agentic Platform, Quality & Deployment","Platform control","6","Budget and resource scheduler","Decision support","A47","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C07","D16","Agentic Platform, Quality & Deployment","Platform control","7","Deterministic fallback router","Decision support","A48","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C08","D16","Agentic Platform, Quality & Deployment","Platform control","8","Human-review router","Decision support","A01","W2 — scientific beta","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C09","D16","Agentic Platform, Quality & Deployment","Platform control","9","Event-sourced execution ledger","Evidence and lifecycle","A02","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C10","D16","Agentic Platform, Quality & Deployment","Platform control","10","Model registry","Evidence and lifecycle","A03","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C11","D16","Agentic Platform, Quality & Deployment","Platform control","11","Data and reference registry","Evidence and lifecycle","A04","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C12","D16","Agentic Platform, Quality & Deployment","Platform control","12","Drift and OOD monitoring","Platform control","A06","W3 — external alpha","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C13","D16","Agentic Platform, Quality & Deployment","Platform control","13","Privacy and security policy engine","Platform control","A47","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C14","D16","Agentic Platform, Quality & Deployment","Platform control","14","Local deployment bundle","Scientific inference","A48","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C15","D16","Agentic Platform, Quality & Deployment","Platform control","15","Federated execution coordinator","Scientific inference","A01","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
"GNC-D16-C16","D16","Agentic Platform, Quality & Deployment","Platform control","16","Release and rollback controller","Platform control","A02","W4 — frontier expansion","no","Specified in rebuild; implementation and validation not claimed"
